model_id,station,AccessMode,Brd_PA,Brd_Direct_PA,Brd_Transfer_PA,Source_Brd_PA,Source_Brd_Direct_PA,Source_Brd_Transfer_PA,Brd_PA_Perc,Brd_Direct_PA_Perc,Brd_Transfer_PA_Perc
OBS,01-OGDEN STATION,drive,1452.874,0.0,0.0,14955.118,0.0,0.0,0.09714894927609398,,
OBS,01-OGDEN STATION,walk,495.237,0.0,0.0,5672.892,0.0,0.0,0.08729885920620382,,
OBS,02-ROY STATION,drive,699.224,0.0,0.0,14955.118,0.0,0.0,0.0467548300187267,,
OBS,02-ROY STATION,walk,168.575,0.0,0.0,5672.892,0.0,0.0,0.029715883891320335,,
OBS,03-CLEARFIELD STATION,drive,745.345,0.0,0.0,14955.118,0.0,0.0,0.049838790974434305,,
OBS,03-CLEARFIELD STATION,walk,238.296,0.0,0.0,5672.892,0.0,0.0,0.04200608790013982,,
OBS,04-LAYTON STATION,drive,1113.116,0.0,0.0,14955.118,0.0,0.0,0.07443043913127265,,
OBS,04-LAYTON STATION,walk,384.134,0.0,0.0,5672.892,0.0,0.0,0.06771396317786413,,
OBS,05-FARMINGTON STATION,drive,385.481,0.0,0.0,14955.118,0.0,0.0,0.025775858137662304,,
OBS,05-FARMINGTON STATION,walk,120.055,0.0,0.0,5672.892,0.0,0.0,0.021162927127821227,,
OBS,06-WOODS CROSS STATION,drive,594.331,0.0,0.0,14955.118,0.0,0.0,0.039740976968553506,,
OBS,06-WOODS CROSS STATION,walk,173.169,0.0,0.0,5672.892,0.0,0.0,0.030525700119092697,,
OBS,07-NORTH TEMPLE STATION,drive,335.673,0.0,0.0,14955.118,0.0,0.0,0.022445359508363624,,
OBS,07-NORTH TEMPLE STATION,walk,661.147,0.0,0.0,5672.892,0.0,0.0,0.11654496507248861,,
OBS,08-SALT LAKE CENTRAL STATION,drive,367.738,0.0,0.0,14955.118,0.0,0.0,0.024589441554389607,,
OBS,08-SALT LAKE CENTRAL STATION,walk,529.444,0.0,0.0,5672.892,0.0,0.0,0.09332876423524368,,
OBS,09-MURRAY CENTRAL STATION,drive,1029.668,0.0,0.0,14955.118,0.0,0.0,0.06885054333907628,,
OBS,09-MURRAY CENTRAL STATION,walk,805.649,0.0,0.0,5672.892,0.0,0.0,0.14201733436843147,,
OBS,10-SOUTH JORDAN STATION,drive,985.477,0.0,0.0,14955.118,0.0,0.0,0.06589563519324956,,
OBS,10-SOUTH JORDAN STATION,walk,206.56,0.0,0.0,5672.892,0.0,0.0,0.03641176317123612,,
OBS,11-DRAPER STATION,drive,935.648,0.0,0.0,14955.118,0.0,0.0,0.0625637323623926,,
OBS,11-DRAPER STATION,walk,144.648,0.0,0.0,5672.892,0.0,0.0,0.025498105728083666,,
OBS,12-LEHI STATION,drive,1128.372,0.0,0.0,14955.118,0.0,0.0,0.07545055812999937,,
OBS,12-LEHI STATION,walk,292.189,0.0,0.0,5672.892,0.0,0.0,0.051506180621806306,,
OBS,13-AMERICAN FORK STATION,drive,1423.768,0.0,0.0,14955.118,0.0,0.0,0.09520272591630503,,
OBS,13-AMERICAN FORK STATION,walk,136.077,0.0,0.0,5672.892,0.0,0.0,0.023987236139873632,,
OBS,14-OREM CENTRAL STATION,drive,1475.024,0.0,0.0,14955.118,0.0,0.0,0.0986300475863848,,
OBS,14-OREM CENTRAL STATION,walk,371.804,0.0,0.0,5672.892,0.0,0.0,0.06554046860049513,,
OBS,15-PROVO CENTRAL STATION,drive,2283.379,0.0,0.0,14955.118,0.0,0.0,0.15268211190309564,,
OBS,15-PROVO CENTRAL STATION,walk,945.908,0.0,0.0,5672.892,0.0,0.0,0.16674176063989937,,
v910-official__BY_2019,01-OGDEN STATION,drive,573.84,573.65,0.19,12195.93,12194.51,1.42,0.04705176235022668,0.04704166055052642,0.13380281690140847
v910-official__BY_2019,02-ROY STATION,drive,1012.23,1012.19,0.04,12195.93,12194.51,1.42,0.08299736059488698,0.08300374512793052,0.028169014084507043
v910-official__BY_2019,03-CLEARFIELD STATION,drive,703.78,703.74,0.04,12195.93,12194.51,1.42,0.0577061363914027,0.05770957586651698,0.028169014084507043
v910-official__BY_2019,04-LAYTON STATION,drive,879.7,879.66,0.04,12195.93,12194.51,1.42,0.07213062062507739,0.07213573977142172,0.028169014084507043
v910-official__BY_2019,05-FARMINGTON STATION,drive,427.84,427.8,0.04,12195.93,12194.51,1.42,0.035080555562388434,0.035081360382664004,0.028169014084507043
v910-official__BY_2019,06-WOODS CROSS STATION,drive,948.15,948.18,-0.03,12195.93,12194.51,1.42,0.07774314873896455,0.07775466172892555,-0.02112676056338028
v910-official__BY_2019,07-NORTH TEMPLE STATION,drive,74.26,74.02,0.24,12195.93,12194.51,1.42,0.006088916548389504,0.006069944589819517,0.16901408450704225
v910-official__BY_2019,08-SALT LAKE CENTRAL STATION,drive,149.53,149.49,0.04,12195.93,12194.51,1.42,0.012260647609489394,0.012258795146340444,0.028169014084507043
v910-official__BY_2019,09-MURRAY CENTRAL STATION,drive,785.62,785.56,0.06,12195.93,12194.51,1.42,0.06441657175795532,0.0644191525530751,0.04225352112676056
v910-official__BY_2019,10-SOUTH JORDAN STATION,drive,1355.59,1355.64,-0.05,12195.93,12194.51,1.42,0.11115101513373724,0.11116805841317118,-0.035211267605633804
v910-official__BY_2019,11-DRAPER STATION,drive,1114.04,1114.12,-0.08,12195.93,12194.51,1.42,0.09134522746522815,0.09136242456646473,-0.056338028169014086
v910-official__BY_2019,12-LEHI STATION,drive,1309.31,1309.25,0.06,12195.93,12194.51,1.42,0.10735630657112659,0.10736388751987574,0.04225352112676056
v910-official__BY_2019,13-AMERICAN FORK STATION,drive,1522.56,1522.39,0.17,12195.93,12194.51,1.42,0.12484164799240402,0.12484224458383322,0.11971830985915495
v910-official__BY_2019,14-OREM CENTRAL STATION,drive,1127.05,1126.86,0.19,12195.93,12194.51,1.42,0.09241197678241839,0.0924071569911378,0.13380281690140847
v910-official__BY_2019,15-PROVO CENTRAL STATION,drive,212.43,211.96,0.47,12195.93,12194.51,1.42,0.017418105876304636,0.017381592208297013,0.33098591549295775
v910-official__BY_2019,01-OGDEN STATION,walk,701.3,53.35,647.95,6418.96,2708.54,3710.42,0.10925445866620137,0.019696958509012236,0.1746298262730365
v910-official__BY_2019,02-ROY STATION,walk,400.59,361.69,38.9,6418.96,2708.54,3710.42,0.06240730585640041,0.1335368870313896,0.01048398833555231
v910-official__BY_2019,03-CLEARFIELD STATION,walk,559.78,454.33,105.45,6418.96,2708.54,3710.42,0.08720727345239727,0.16773981554638293,0.02841996323866301
v910-official__BY_2019,04-LAYTON STATION,walk,325.29,127.63,197.66,6418.96,2708.54,3710.42,0.05067643356556203,0.047121327357173975,0.0532715972854825
v910-official__BY_2019,05-FARMINGTON STATION,walk,154.58,112.79,41.79,6418.96,2708.54,3710.42,0.024081782718695866,0.041642360829081355,0.011262875900841414
v910-official__BY_2019,06-WOODS CROSS STATION,walk,386.02,298.3,87.72,6418.96,2708.54,3710.42,0.060137467751785335,0.1101331344562015,0.02364152845230459
v910-official__BY_2019,07-NORTH TEMPLE STATION,walk,229.79,174.59,55.2,6418.96,2708.54,3710.42,0.035798634046636836,0.06445908127625953,0.014877022008290167
v910-official__BY_2019,08-SALT LAKE CENTRAL STATION,walk,597.27,10.85,586.42,6418.96,2708.54,3710.42,0.09304778344155439,0.004005848169124325,0.1580467979366217
v910-official__BY_2019,09-MURRAY CENTRAL STATION,walk,695.29,131.84,563.45,6418.96,2708.54,3710.42,0.10831816992160723,0.04867567028731346,0.15185612410454882
v910-official__BY_2019,10-SOUTH JORDAN STATION,walk,315.25,253.68,61.57,6418.96,2708.54,3710.42,0.0491123172601169,0.09365931461230036,0.01659380878714539
v910-official__BY_2019,11-DRAPER STATION,walk,179.26,149.85,29.41,6418.96,2708.54,3710.42,0.027926642322120717,0.055325009045463606,0.007926326399706772
v910-official__BY_2019,12-LEHI STATION,walk,346.21,209.07,137.14,6418.96,2708.54,3710.42,0.053935528496828145,0.07718918679436154,0.03696077533001654
v910-official__BY_2019,13-AMERICAN FORK STATION,walk,80.95,80.96,-0.01,6418.96,2708.54,3710.42,0.012611077183842866,0.029890642190995884,-2.695112682661262e-06
v910-official__BY_2019,14-OREM CENTRAL STATION,walk,231.71,129.59,102.12,6418.96,2708.54,3710.42,0.03609774792178172,0.047844964445789985,0.027522490715336807
v910-official__BY_2019,15-PROVO CENTRAL STATION,walk,1215.67,160.02,1055.65,6418.96,2708.54,3710.42,0.1893873773944689,0.059079799449149734,0.28450957034513613
v910-official__RTP_2050,01-OGDEN STATION,drive,2959.34,2959.51,-0.17,43880.24,43880.87,-0.63,0.067441290202606,0.06744419606995031,0.2698412698412699
v910-official__RTP_2050,02-ROY STATION,drive,4278.46,4278.45,0.01,43880.24,43880.87,-0.63,0.09750311301852498,0.09750148527137223,-0.015873015873015872
v910-official__RTP_2050,03-CLEARFIELD STATION,drive,2407.12,2407.12,0.0,43880.24,43880.87,-0.63,0.054856582370561326,0.05485579479167117,-0.0
v910-official__RTP_2050,04-LAYTON STATION,drive,3267.0,3267.0,0.0,43880.24,43880.87,-0.63,0.07445264656711086,0.07445157764647783,-0.0
v910-official__RTP_2050,05-FARMINGTON STATION,drive,2418.61,2418.66,-0.05,43880.24,43880.87,-0.63,0.055118431439755124,0.055118779550177556,0.07936507936507937
v910-official__RTP_2050,06-WOODS CROSS STATION,drive,3866.03,3866.1,-0.07,43880.24,43880.87,-0.63,0.08810412158183274,0.08810445189441321,0.11111111111111112
v910-official__RTP_2050,07-NORTH TEMPLE STATION,drive,122.36,122.41,-0.05,43880.24,43880.87,-0.63,0.0027884988778548157,0.00278959829192083,0.07936507936507937
v910-official__RTP_2050,08-SALT LAKE CENTRAL STATION,drive,308.2,308.46,-0.26,43880.24,43880.87,-0.63,0.007023662587077919,0.007029486881185354,0.41269841269841273
v910-official__RTP_2050,09-MURRAY CENTRAL STATION,drive,2321.42,2321.53,-0.11,43880.24,43880.87,-0.63,0.05290353926961202,0.05290528651779238,0.1746031746031746
v910-official__RTP_2050,10-SOUTH JORDAN STATION,drive,4317.45,4317.52,-0.07,43880.24,43880.87,-0.63,0.09839166786690319,0.09839185048063086,0.11111111111111112
v910-official__RTP_2050,11-DRAPER STATION,drive,2611.21,2611.25,-0.04,43880.24,43880.87,-0.63,0.05950765082415229,0.05950770802857828,0.06349206349206349
v910-official__RTP_2050,12-LEHI STATION,drive,8285.4,8285.28,0.12,43880.24,43880.87,-0.63,0.18881847501289875,0.18881302945907863,-0.19047619047619047
v910-official__RTP_2050,13-AMERICAN FORK STATION,drive,4365.47,4365.38,0.09,43880.24,43880.87,-0.63,0.09948601010386453,0.09948253077024224,-0.14285714285714285
v910-official__RTP_2050,14-OREM CENTRAL STATION,drive,1381.58,1381.59,-0.01,43880.24,43880.87,-0.63,0.031485242560204775,0.031485018414630334,0.015873015873015872
v910-official__RTP_2050,15-PROVO CENTRAL STATION,drive,970.59,970.61,-0.02,43880.24,43880.87,-0.63,0.02211906771704075,0.022119205931878744,0.031746031746031744
v910-official__RTP_2050,01-OGDEN STATION,walk,2050.26,401.9,1648.36,31307.53,11815.88,19491.65,0.0654877596539874,0.03401354786947735,0.08456749428601477
v910-official__RTP_2050,02-ROY STATION,walk,1458.53,720.01,738.52,31307.53,11815.88,19491.65,0.04658719483779142,0.06093579149415871,0.037889044796105
v910-official__RTP_2050,03-CLEARFIELD STATION,walk,2595.1,1196.19,1398.91,31307.53,11815.88,19491.65,0.08289060171786149,0.10123579454090598,0.07176970651535401
v910-official__RTP_2050,04-LAYTON STATION,walk,1785.08,575.78,1209.3,31307.53,11815.88,19491.65,0.057017592892189196,0.04872933712935473,0.062041951297093875
v910-official__RTP_2050,05-FARMINGTON STATION,walk,1426.37,1027.69,398.68,31307.53,11815.88,19491.65,0.04555996592513047,0.08697532473247868,0.02045388666428958
v910-official__RTP_2050,06-WOODS CROSS STATION,walk,1680.74,1060.1,620.64,31307.53,11815.88,19491.65,0.053684848341597056,0.08971824358405807,0.03184132692717138
v910-official__RTP_2050,07-NORTH TEMPLE STATION,walk,1237.57,553.45,684.12,31307.53,11815.88,19491.65,0.03952946783090202,0.046839507510232,0.03509810611210441
v910-official__RTP_2050,08-SALT LAKE CENTRAL STATION,walk,2040.36,213.5,1826.86,31307.53,11815.88,19491.65,0.0651715417984108,0.018068903881894537,0.09372526184289169
v910-official__RTP_2050,09-MURRAY CENTRAL STATION,walk,4347.05,656.35,3690.7,31307.53,11815.88,19491.65,0.13884998273578275,0.05554812675822707,0.18934774634266466
v910-official__RTP_2050,10-SOUTH JORDAN STATION,walk,1639.62,830.03,809.59,31307.53,11815.88,19491.65,0.05237142629904052,0.07024698964444459,0.041535221492280026
v910-official__RTP_2050,11-DRAPER STATION,walk,1274.66,691.49,583.17,31307.53,11815.88,19491.65,0.04071416684740061,0.05852209061026348,0.02991896530052612
v910-official__RTP_2050,12-LEHI STATION,walk,2806.65,848.22,1958.43,31307.53,11815.88,19491.65,0.08964776205596546,0.07178644332880836,0.10047533174461884
v910-official__RTP_2050,13-AMERICAN FORK STATION,walk,650.22,586.1,64.12,31307.53,11815.88,19491.65,0.020768805459900543,0.04960273801020322,0.0032896137576859837
v910-official__RTP_2050,14-OREM CENTRAL STATION,walk,1483.27,643.5,839.77,31307.53,11815.88,19491.65,0.047377420064757585,0.054460607250581425,0.04308357681366123
v910-official__RTP_2050,15-PROVO CENTRAL STATION,walk,4832.05,1811.57,3020.48,31307.53,11815.88,19491.65,0.15434146353928274,0.15331655365491187,0.15496276610753834
E2.14.4__BY_2019,01-OGDEN STATION,drive,876.59,876.42,0.17,13413.52,13412.59,0.93,0.06535122771651289,0.06534308437072929,0.1827956989247312
E2.14.4__BY_2019,02-ROY STATION,drive,903.07,902.93,0.14,13413.52,13412.59,0.93,0.06732535531314673,0.06731958555357317,0.15053763440860216
E2.14.4__BY_2019,03-CLEARFIELD STATION,drive,908.98,908.98,-0.0,13413.52,13412.59,0.93,0.06776595554336222,0.06777065428824709,-0.0
E2.14.4__BY_2019,04-LAYTON STATION,drive,1206.8,1206.83,-0.03,13413.52,13412.59,0.93,0.08996892687378108,0.0899774018291769,-0.03225806451612903
E2.14.4__BY_2019,05-FARMINGTON STATION,drive,528.77,528.74,0.03,13413.52,13412.59,0.93,0.039420674066166075,0.03942117070603068,0.03225806451612903
E2.14.4__BY_2019,06-WOODS CROSS STATION,drive,1326.81,1326.75,0.06,13413.52,13412.59,0.93,0.09891586995807215,0.09891825516175475,0.06451612903225806
E2.14.4__BY_2019,07-NORTH TEMPLE STATION,drive,79.27,79.27,0.0,13413.52,13412.59,0.93,0.005909709010013776,0.005910118776463009,0.0
E2.14.4__BY_2019,08-SALT LAKE CENTRAL STATION,drive,151.18,151.0,0.18,13413.52,13412.59,0.93,0.01127071790253416,0.01125807916293572,0.1935483870967742
E2.14.4__BY_2019,09-MURRAY CENTRAL STATION,drive,899.18,899.07,0.11,13413.52,13412.59,0.93,0.06703534940865634,0.06703179624516965,0.11827956989247311
E2.14.4__BY_2019,10-SOUTH JORDAN STATION,drive,1444.87,1444.77,0.1,13413.52,13412.59,0.93,0.10771743733188603,0.10771745054460026,0.10752688172043011
E2.14.4__BY_2019,11-DRAPER STATION,drive,1329.52,1329.63,-0.11,13413.52,13412.59,0.93,0.09911790491981225,0.09913297879082265,-0.11827956989247311
E2.14.4__BY_2019,12-LEHI STATION,drive,989.35,989.19,0.16,13413.52,13412.59,0.93,0.07375767136441441,0.07375085647141977,0.17204301075268816
E2.14.4__BY_2019,13-AMERICAN FORK STATION,drive,1481.79,1481.73,0.06,13413.52,13412.59,0.93,0.11046988411692084,0.11047307045097181,0.06451612903225806
E2.14.4__BY_2019,14-OREM CENTRAL STATION,drive,538.09,538.1,-0.01,13413.52,13412.59,0.93,0.04011549541060065,0.040119022500501395,-0.01075268817204301
E2.14.4__BY_2019,15-PROVO CENTRAL STATION,drive,749.25,749.18,0.07,13413.52,13412.59,0.93,0.05585782106412038,0.05585647514760385,0.07526881720430108
E2.14.4__BY_2019,01-OGDEN STATION,walk,685.6,53.16,632.44,6442.8099999999995,2704.47,3738.34,0.10641319548457895,0.019656346714883137,0.16917669339867428
E2.14.4__BY_2019,02-ROY STATION,walk,389.57,351.45,38.12,6442.8099999999995,2704.47,3738.34,0.060465852632624585,0.12995152469799998,0.010197039327616
E2.14.4__BY_2019,03-CLEARFIELD STATION,walk,630.94,500.92,130.02,6442.8099999999995,2704.47,3738.34,0.09792931966021039,0.18521928510946695,0.034780143058148805
E2.14.4__BY_2019,04-LAYTON STATION,walk,361.84,140.07,221.77,6442.8099999999995,2704.47,3738.34,0.05616183000895572,0.05179203318949739,0.05932312202742394
E2.14.4__BY_2019,05-FARMINGTON STATION,walk,185.82,131.12,54.7,6442.8099999999995,2704.47,3738.34,0.02884145272016403,0.048482697164324254,0.014632162938630516
E2.14.4__BY_2019,06-WOODS CROSS STATION,walk,455.48,330.15,125.33,6442.8099999999995,2704.47,3738.34,0.07069586096749711,0.12207567471630301,0.03352557552282564
E2.14.4__BY_2019,07-NORTH TEMPLE STATION,walk,236.04,176.65,59.39,6442.8099999999995,2704.47,3738.34,0.0366361882470537,0.0653177886979704,0.01588673047395368
E2.14.4__BY_2019,08-SALT LAKE CENTRAL STATION,walk,639.51,10.46,629.05,6442.8099999999995,2704.47,3738.34,0.09925948460376761,0.0038676709299788874,0.1682698737942509
E2.14.4__BY_2019,09-MURRAY CENTRAL STATION,walk,741.97,128.64,613.33,6442.8099999999995,2704.47,3738.34,0.11516248345054411,0.04756569679086845,0.16406479881444705
E2.14.4__BY_2019,10-SOUTH JORDAN STATION,walk,314.03,249.01,65.02,6442.8099999999995,2704.47,3738.34,0.04874115486876068,0.0920734931428339,0.017392746513158246
E2.14.4__BY_2019,11-DRAPER STATION,walk,173.01,142.78,30.23,6442.8099999999995,2704.47,3738.34,0.02685318983487019,0.05279407795242691,0.008086476885462532
E2.14.4__BY_2019,12-LEHI STATION,walk,291.34,175.42,115.92,6442.8099999999995,2704.47,3738.34,0.04521939960979759,0.06486298609339353,0.031008415499927774
E2.14.4__BY_2019,13-AMERICAN FORK STATION,walk,70.24,70.25,-0.01,6442.8099999999995,2704.47,3738.34,0.010902075336693151,0.02597551461099587,-2.6749840838447013e-06
E2.14.4__BY_2019,14-OREM CENTRAL STATION,walk,199.89,110.08,89.81,6442.8099999999995,2704.47,3738.34,0.03102528244663431,0.0407029843185541,0.02402403205700926
E2.14.4__BY_2019,15-PROVO CENTRAL STATION,walk,1067.53,134.31,933.22,6442.8099999999995,2704.47,3738.34,0.16569323012784795,0.049662225870503285,0.2496348646725552
E2.16.2__BY_2019,01-OGDEN STATION,drive,1411.04,1411.0,0.04,13445.92,13446.15,-0.23,0.10494187084260503,0.10493710095454833,-0.17391304347826086
E2.16.2__BY_2019,02-ROY STATION,drive,1067.14,1067.18,-0.04,13445.92,13446.15,-0.23,0.07936533907683521,0.07936695634066257,0.17391304347826086
E2.16.2__BY_2019,03-CLEARFIELD STATION,drive,904.8,904.85,-0.05,13445.92,13446.15,-0.23,0.06729178814093792,0.06729435563339692,0.21739130434782608
E2.16.2__BY_2019,04-LAYTON STATION,drive,1701.85,1701.8,0.05,13445.92,13446.15,-0.23,0.12656999297928292,0.12656410942909307,-0.21739130434782608
E2.16.2__BY_2019,05-FARMINGTON STATION,drive,471.75,471.8,-0.05,13445.92,13446.15,-0.23,0.03508499232480931,0.0350881107231438,0.21739130434782608
E2.16.2__BY_2019,06-WOODS CROSS STATION,drive,601.73,601.68,0.05,13445.92,13446.15,-0.23,0.044751865249830436,0.0447473812206468,-0.21739130434782608
E2.16.2__BY_2019,07-NORTH TEMPLE STATION,drive,87.21,87.12,0.09,13445.92,13446.15,-0.23,0.006485982364910693,0.006479178054684799,-0.3913043478260869
E2.16.2__BY_2019,08-SALT LAKE CENTRAL STATION,drive,169.59,169.67,-0.08,13445.92,13446.15,-0.23,0.012612747956257364,0.012618481870275134,0.34782608695652173
E2.16.2__BY_2019,09-MURRAY CENTRAL STATION,drive,797.78,797.83,-0.05,13445.92,13446.15,-0.23,0.05933249640039506,0.059335200038672785,0.21739130434782608
E2.16.2__BY_2019,10-SOUTH JORDAN STATION,drive,1360.94,1361.03,-0.09,13445.92,13446.15,-0.23,0.10121583350190988,0.10122079554370582,0.3913043478260869
E2.16.2__BY_2019,11-DRAPER STATION,drive,1386.57,1386.61,-0.04,13445.92,13446.15,-0.23,0.10312198793388626,0.10312319883386693,0.17391304347826086
E2.16.2__BY_2019,12-LEHI STATION,drive,857.97,857.98,-0.01,13445.92,13446.15,-0.23,0.06380894724942585,0.06380859948758567,0.043478260869565216
E2.16.2__BY_2019,13-AMERICAN FORK STATION,drive,1363.1,1363.09,0.01,13445.92,13446.15,-0.23,0.10137647702797577,0.10137399924885562,-0.043478260869565216
